City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Komsomolskiy,UZ,40.4272,71.7189,50.72,53,100,2.3,haze
348,Portland,US,45.5234,-122.6762,58.75,85,90,1.99,overcast clouds
349,Ortona,IT,42.3496,14.4039,58.12,79,93,8.34,overcast clouds
350,Severnyy,RU,50.677,36.5532,41.04,75,0,8.95,clear sky
351,Farah,AF,32.5,62.5,57.69,22,0,1.5,clear sky
352,Rizhao,CN,35.4275,119.4553,57.07,55,100,2.44,light rain
353,Havelock,US,34.8791,-76.9013,70.95,63,5,8.99,clear sky
354,San Cristobal,VE,7.7669,-72.225,78.98,59,100,5.55,overcast clouds
355,Sidi Ali,DZ,36.0998,0.4206,62.87,73,28,8.57,scattered clouds
356,Geraldton,AU,-28.7667,114.6,54.01,87,100,5.75,overcast clouds
357,Nome,US,64.5011,-165.4064,19.47,69,75,5.75,broken clouds
358,Malkara,TR,40.89,26.9011,48.38,76,0,8.19,clear sky
359,Carutapera,BR,-1.195,-46.02,84.4,64,77,9.84,broken clouds
360,Sola,VU,-13.8833,167.55,80.67,77,100,12.17,light rain
361,Axim,GH,4.8699,-2.2405,78.94,83,40,7.34,scattered clouds
362,Sosnovo-Ozerskoye,RU,52.5249,111.5418,31.06,72,71,4.74,broken clouds
363,San Patricio,US,28.017,-97.5169,90.01,15,0,27.36,clear sky
364,Guaruja,BR,-23.9931,-46.2564,80.2,26,100,7.72,overcast clouds
365,Gold Coast,AU,-28.0,153.4333,74.28,88,90,10.36,overcast clouds
366,Melilla,ES,35.2937,-2.9383,68.2,82,75,9.22,broken clouds
367,Artyom,AZ,40.4723,50.333,53.74,60,100,12.71,overcast clouds
368,Batagay,RU,67.6333,134.6333,7.63,97,73,3.96,broken clouds
369,Caravelas,BR,-17.7125,-39.2481,79.48,64,10,9.86,clear sky
370,Chapais,CA,49.7834,-74.8492,49.78,45,100,6.13,overcast clouds
371,Otradnoye,RU,59.7775,30.8181,48.04,93,100,7.78,moderate rain
372,Perevoz,RU,55.5961,44.5446,39.16,96,100,16.64,light rain
373,Susurluk,TR,39.9136,28.1578,57.83,88,7,4.16,clear sky
374,Athabasca,CA,54.7169,-113.2854,49.82,46,89,11.59,overcast clouds
375,Colares,PT,38.7992,-9.4469,68.32,47,0,3.0,clear sky
376,Severo-Kurilsk,RU,50.6789,156.125,42.89,92,100,5.23,overcast clouds
377,Waipawa,NZ,-41.4122,175.5153,56.03,79,99,2.71,overcast clouds
378,Udachnyy,RU,66.4167,112.4,23.31,86,100,19.01,light snow
379,Bonthe,SL,7.5264,-12.505,80.74,79,39,9.91,scattered clouds
380,Iranshahr,IR,27.2025,60.6848,79.14,41,20,6.91,few clouds
381,Altagracia De Orituco,VE,9.8601,-66.3814,74.43,91,100,0.34,overcast clouds
382,Kirakira,SB,-10.4544,161.9205,80.06,84,100,6.8,overcast clouds
383,Iqaluit,CA,63.7506,-68.5145,33.53,80,40,2.3,scattered clouds
384,Altar,MX,30.7,-111.8167,75.6,31,0,5.48,clear sky
385,Amlagora,IN,22.8333,87.3333,73.42,76,0,6.02,clear sky
386,Genhe,CN,50.7833,121.5167,28.87,77,18,2.68,few clouds
387,Dubai,AE,25.2582,55.3047,84.13,61,0,8.05,clear sky
388,Bajil,YE,15.0584,43.2851,86.2,50,13,8.01,few clouds
389,Madang,PG,-5.2246,145.7966,76.06,92,74,2.55,broken clouds
390,Khovu-Aksy,RU,51.1333,93.6,36.54,59,100,2.77,overcast clouds
391,Biak,ID,-0.9131,122.8766,76.42,85,10,1.12,clear sky
392,Sistranda,NO,63.7256,8.834,51.91,75,100,23.42,overcast clouds
393,Kolpny,RU,52.2282,37.0368,43.27,76,59,9.08,broken clouds
394,Dong Hoi,VN,17.4833,106.6,73.09,95,100,7.07,moderate rain
395,Shawnee,US,39.05,-95.7669,59.43,96,90,1.01,light rain
396,Butia,BR,-30.1197,-51.9622,88.32,35,0,8.16,clear sky
397,Bereznehuvate,UA,47.3078,32.8499,46.69,68,61,3.38,broken clouds
398,Konstantinovka,RU,49.6167,127.9833,33.75,86,3,5.28,clear sky
399,Bandarbeyla,SO,9.4942,50.8122,78.53,77,8,10.09,clear sky
400,Talcahuano,CL,-36.7167,-73.1167,65.88,63,0,18.41,clear sky
401,Labuhan,ID,-6.8844,112.2051,79.59,84,92,6.08,overcast clouds
402,Brae,GB,60.3964,-1.353,51.71,89,7,14.85,clear sky
403,Sri Aman,MY,1.2376,111.4621,77.05,100,97,0.0,moderate rain
404,Arica,CL,-18.475,-70.3042,74.75,68,0,12.66,clear sky
405,Fort Walton Beach,US,30.4058,-86.6188,79.56,64,1,5.01,clear sky
406,Santa Cruz,BO,-17.8,-63.1667,94.77,21,5,7.61,clear sky
407,Burnie,AU,-41.0667,145.9167,52.95,81,68,7.2,broken clouds
408,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,82.02,48,0,7.76,clear sky
409,Atyrau,KZ,47.1167,51.8833,28.42,80,0,8.95,clear sky
410,Ternate,ID,0.8,127.4,80.85,78,64,4.29,broken clouds
411,Barra Patuca,HN,15.8,-84.2833,85.8,69,99,11.32,overcast clouds
412,Ano Mera,GR,37.45,25.4,62.13,77,20,16.11,few clouds
413,Loa Janan,ID,-0.583,117.095,74.14,99,34,1.79,scattered clouds
414,Hammerfest,NO,70.6634,23.6821,33.53,74,0,11.5,clear sky
415,Ribeira Grande,PT,38.5167,-28.7,68.4,68,20,17.27,few clouds
416,El Limon,VE,10.3059,-67.6321,72.77,88,100,3.06,overcast clouds
417,Turkistan,KZ,43.0,68.0,51.06,36,100,9.35,overcast clouds
418,Skeldon,GY,5.8833,-57.1333,84.76,68,44,9.06,scattered clouds
419,Guatire,VE,10.4762,-66.5427,77.2,95,100,2.46,overcast clouds
420,Qasigiannguit,GL,68.8193,-51.1922,16.05,78,100,4.14,overcast clouds
421,Concordia,AR,-31.393,-58.0209,93.27,29,0,11.99,clear sky
422,Sirsi,IN,14.6167,74.85,66.33,69,10,4.59,clear sky
423,Tuatapere,NZ,-46.1333,167.6833,51.87,90,14,5.01,few clouds
424,Yarada,IN,17.65,83.2667,84.52,79,40,2.3,mist
425,Ozernovskiy,RU,51.5,156.5167,41.7,93,100,3.53,overcast clouds
426,Springdale,US,36.1867,-94.1288,61.03,97,75,5.01,mist
427,Dharchula,IN,29.85,80.5333,53.71,43,0,8.08,clear sky
428,Casper,US,42.8666,-106.3131,52.39,44,1,13.0,clear sky
429,Lensk,RU,60.7253,114.9278,31.48,78,99,13.09,overcast clouds
430,Vila Do Maio,CV,15.1333,-23.2167,81.39,75,100,16.11,overcast clouds
431,Nuuk,GL,64.1835,-51.7216,30.81,59,20,6.91,few clouds
432,Evensk,RU,61.95,159.2333,5.63,84,100,6.46,overcast clouds
433,Moura,PT,38.1401,-7.4486,66.31,35,3,5.99,clear sky
434,Hofn,IS,64.2539,-15.2082,35.62,87,0,4.61,clear sky
435,San Miguel,SV,13.4833,-88.1833,92.68,72,40,0.0,scattered clouds
436,Lagoa,PT,39.05,-27.9833,67.57,65,82,22.35,broken clouds
437,Mahon,ES,39.8885,4.2658,59.56,77,20,4.61,few clouds
438,Novikovo,RU,51.1537,37.8879,39.79,83,31,7.43,scattered clouds
439,Port Augusta,AU,-32.5,137.7667,61.7,72,0,7.54,clear sky
440,Vestmanna,FO,62.1564,-7.1664,47.32,93,90,11.5,overcast clouds
441,Jacareacanga,BR,-6.2222,-57.7528,93.51,55,0,4.61,clear sky
442,Mandalgovi,MN,45.7625,106.2708,37.09,36,0,9.35,clear sky
443,Yar-Sale,RU,66.8333,70.8333,12.7,91,52,7.11,broken clouds
444,Xaghra,MT,36.05,14.2644,67.35,84,100,5.01,light rain
445,Moron,AR,-34.6534,-58.6198,97.02,31,0,4.0,clear sky
446,San Jeronimo,PE,-11.9472,-75.2829,62.6,46,100,5.86,overcast clouds
447,Khani,GE,41.9563,42.9566,42.37,56,0,4.36,clear sky
448,Mulatupo,PA,8.9492,-77.7652,83.41,79,100,3.96,overcast clouds
449,Stromness,GB,58.965,-3.296,53.85,91,100,4.0,overcast clouds
450,Nazret,ET,8.55,39.2667,64.42,42,7,8.12,clear sky
451,Quatre Cocos,MU,-20.2078,57.7625,72.09,74,15,10.58,few clouds
452,Poum,NC,-20.2333,164.0167,75.07,83,1,11.16,clear sky
453,Ugoofaaru,MV,5.6667,73.0,81.5,73,100,4.32,overcast clouds
454,Canutama,BR,-6.5339,-64.3831,84.85,75,76,3.29,light rain
455,San Policarpo,PH,12.1791,125.5072,80.85,80,89,9.6,overcast clouds
456,Manono,CD,-7.3,27.4167,71.78,78,74,3.56,light rain
457,Touros,BR,-5.1989,-35.4608,85.1,66,5,17.76,clear sky
458,Merauke,ID,-8.4667,140.3333,80.01,81,100,12.33,overcast clouds
459,Esperance,AU,-33.8667,121.9,55.67,66,67,23.73,broken clouds
460,Fort Wellington,GY,6.4,-57.6,83.41,73,74,10.58,broken clouds
461,Trinidad,BO,-14.8333,-64.9,94.98,43,20,6.91,few clouds
462,San Pedro,PH,14.35,121.0167,79.36,83,40,0.0,scattered clouds
463,Dwarka,IN,22.2394,68.9678,81.99,52,6,10.87,clear sky
464,Temple,US,31.0982,-97.3428,76.95,36,1,4.0,clear sky
465,Srednekolymsk,RU,67.45,153.6833,-8.32,98,90,2.71,overcast clouds
466,Alpena,US,45.0617,-83.4327,51.19,86,90,1.01,overcast clouds
467,Sangar,RU,63.9242,127.4739,15.62,92,100,10.78,overcast clouds
468,Nanchong,CN,30.7951,106.0847,59.47,91,100,1.23,light rain
469,Tambura,SS,5.6,27.4667,75.29,70,66,2.37,broken clouds
470,Kalaleh,IR,37.3807,55.4916,49.87,68,0,3.33,clear sky
471,Gazanjyk,TM,39.2446,55.5154,46.67,70,9,8.95,clear sky
472,Santiago Del Estero,AR,-27.7951,-64.2615,95.81,10,82,15.14,broken clouds
473,Camacha,PT,33.0833,-16.3333,67.53,73,20,6.91,few clouds
474,Druzhba,UA,52.0428,33.9453,39.61,90,32,7.02,scattered clouds
475,Fonte Boa,BR,-2.4959,-66.2662,79.97,81,100,2.89,heavy intensity rain
476,Ancud,CL,-41.8697,-73.8203,62.13,73,3,8.68,clear sky
477,Ukiah,US,39.1502,-123.2078,66.65,86,90,5.75,overcast clouds
478,Mahbubnagar,IN,16.7333,77.9833,66.38,74,95,7.74,overcast clouds
479,Port Lincoln,AU,-34.7333,135.8667,56.41,88,34,11.43,scattered clouds
480,Ola,RU,59.5833,151.2833,24.62,78,100,6.02,overcast clouds
481,Narayanpet,IN,16.7333,77.5,68.58,70,29,8.72,scattered clouds
482,Ormara,PK,25.2088,64.6357,78.19,65,0,8.14,clear sky
483,North Bend,US,43.4065,-124.2243,63.95,86,40,10.36,scattered clouds
484,Atar,MR,20.5169,-13.0499,77.13,53,100,8.43,overcast clouds
485,Tamandare,BR,-8.7597,-35.1047,80.53,69,12,10.04,few clouds
486,Guanica,PR,17.9716,-66.908,88.92,67,0,8.99,clear sky
487,Port Blair,IN,11.6667,92.75,81.18,82,100,8.43,overcast clouds
488,Mollendo,PE,-17.0231,-72.0147,68.02,70,16,6.67,few clouds
489,Wajir,KE,1.7471,40.0573,84.11,53,11,20.27,few clouds
490,Katsuura,JP,35.1333,140.3,60.19,90,100,3.94,overcast clouds
491,Sinnamary,GF,5.3833,-52.95,83.88,67,79,8.95,broken clouds
492,Great Falls,US,47.5002,-111.3008,52.99,27,1,18.99,clear sky
493,Asfi,MA,32.2994,-9.2372,67.68,84,0,10.33,clear sky
494,Jacmel,HT,18.2342,-72.5347,91.24,62,91,8.81,overcast clouds
495,Samfya,ZM,-11.3649,29.5565,79.29,41,52,12.12,broken clouds
496,Tahe,CN,52.3333,124.7333,30.43,79,18,3.53,few clouds
497,Muros,ES,42.7762,-9.0603,63.84,89,6,2.35,clear sky
498,Coahuayana,MX,18.7333,-103.6833,89.08,56,100,5.97,overcast clouds
499,Corrente,BR,-3.7367,-43.3394,98.69,24,48,3.4,scattered clouds
500,Svetlogorsk,BY,52.6333,29.7333,42.49,89,77,7.43,broken clouds
501,Belousovka,KZ,50.1339,82.5239,31.05,100,90,4.47,light shower snow
502,Grand-Santi,GF,4.25,-54.3833,93.96,35,16,1.9,few clouds
503,Hun,LY,29.1268,15.9477,72.79,43,31,5.55,scattered clouds
504,Emerald,AU,-23.5333,148.1667,70.99,59,4,10.96,clear sky
505,Codrington,AU,-38.2667,141.9667,55.29,95,100,9.08,overcast clouds
506,Sragen,ID,-7.4264,111.0222,77.0,86,97,3.0,overcast clouds
507,Porto Novo,BJ,6.4965,2.6036,79.09,81,93,5.61,overcast clouds
508,Redondo,PT,38.6487,-7.5471,60.84,37,78,3.69,broken clouds
509,Llandrindod Wells,GB,52.2416,-3.3787,59.61,87,100,17.31,overcast clouds
510,Natal,BR,-5.795,-35.2094,84.85,70,40,20.71,scattered clouds
511,Cockburn Town,TC,21.4612,-71.1419,83.43,69,100,8.77,overcast clouds
512,Hualmay,PE,-11.0964,-77.6139,69.01,71,12,12.66,few clouds
513,Yei,SS,4.095,30.6779,69.39,81,23,0.76,few clouds
514,Kiama,AU,-34.6833,150.8667,60.01,93,97,1.01,overcast clouds
515,Sampit,ID,-2.5333,112.95,74.71,98,99,1.54,overcast clouds
516,Pacific Grove,US,36.6177,-121.9166,74.61,65,1,1.99,clear sky
517,Kathmandu,NP,27.7167,85.3167,61.02,88,40,2.3,scattered clouds
518,Vila Velha,BR,-20.3297,-40.2925,80.55,69,20,11.5,few clouds
519,Tessalit,ML,20.1986,1.0114,87.66,16,79,9.69,broken clouds
520,Kochki,RU,54.3358,80.4806,27.27,59,100,6.98,overcast clouds
521,Ewa Beach,US,21.3156,-158.0072,81.01,69,40,5.75,scattered clouds
522,Aripuana,BR,-9.1667,-60.6333,80.08,78,100,1.23,overcast clouds
523,Stornoway,GB,58.2093,-6.3865,52.93,87,40,10.36,scattered clouds
524,Gambo,CF,4.6482,22.2633,69.66,97,100,2.17,overcast clouds
525,Dingle,PH,10.9995,122.6711,75.27,94,100,6.91,moderate rain
526,Ryotsu,JP,38.0833,138.4333,59.9,74,29,11.77,scattered clouds
527,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,80.01,71,21,10.42,few clouds
528,Mangla,PK,31.8931,72.3817,70.66,32,0,2.98,clear sky
529,Margate,GB,51.3813,1.3862,58.3,83,86,1.99,overcast clouds
530,Leh,IN,34.1667,77.5833,25.47,62,3,3.29,clear sky
531,Razgrad,BG,43.5333,26.5167,46.56,75,0,1.36,clear sky
532,Hecun,CN,36.5333,114.1111,58.44,57,100,4.74,light rain
533,Arman,RU,59.7,150.1667,24.1,75,100,4.85,overcast clouds
534,Oskemen,KZ,49.9565,82.6119,31.96,100,90,4.47,light shower snow
535,Mapiripan,CO,2.8892,-72.1256,75.06,91,100,5.7,overcast clouds
536,Mildura,AU,-34.2,142.15,71.56,49,40,20.71,light rain
537,Ostrovnoy,RU,68.0531,39.5131,27.3,79,95,9.95,light snow
538,Ouro Preto Do Oeste,BR,-10.7481,-62.2158,87.91,51,98,3.85,overcast clouds
539,Qaqortoq,GL,60.7167,-46.0333,31.19,70,7,3.83,clear sky
540,Muravlenko,RU,63.7898,74.523,9.64,95,21,7.94,few clouds
541,Sandpoint,US,48.2766,-116.5533,53.46,67,90,3.0,overcast clouds
542,Ingham,US,42.6,-84.3833,52.02,87,90,4.61,overcast clouds
543,Lisala,CD,2.15,21.5167,72.95,88,98,1.36,overcast clouds
544,Kurumkan,RU,54.3,110.3,32.63,79,94,3.74,overcast clouds
545,Cascais,PT,38.6979,-9.4215,68.5,48,0,3.0,clear sky
546,Celestun,MX,20.8667,-90.4,88.93,58,22,9.42,few clouds
547,San Quintin,MX,30.4833,-115.95,71.82,45,0,4.92,clear sky
548,Ust-Tsilma,RU,65.441,52.1498,26.01,96,100,7.05,snow
549,Haines Junction,CA,60.7522,-137.5108,28.4,85,98,0.47,overcast clouds
550,Nouadhibou,MR,20.931,-17.0347,68.7,85,26,18.21,scattered clouds
551,Nakhon Si Thammarat,TH,8.25,100.0,76.96,87,100,3.94,overcast clouds
552,Erenhot,CN,43.6475,111.9767,43.18,32,0,7.31,clear sky
553,Deputatskiy,RU,69.3,139.9,1.51,98,100,2.19,overcast clouds
554,Zambezi,ZM,-13.5432,23.1047,78.13,36,77,5.03,broken clouds
555,Saint-Pierre,RE,-21.3393,55.4781,71.28,74,0,3.44,clear sky
556,Broome,US,42.2506,-75.833,58.32,70,1,4.0,clear sky
557,Abu Road,IN,24.4833,72.7833,73.78,44,0,4.47,clear sky
558,Shivrajpur,IN,22.4167,73.65,73.04,61,5,5.5,clear sky
559,Palmer,US,42.1584,-72.3287,56.86,84,90,4.0,light intensity drizzle
560,Iquique,CL,-20.2208,-70.1431,66.24,65,16,7.92,few clouds
561,Daniel Flores,CR,9.3355,-83.6694,79.45,75,100,4.54,overcast clouds
562,Khorramabad,IR,33.4878,48.3558,57.54,28,6,0.54,clear sky
563,Zwedru,LR,6.0667,-8.1281,74.14,95,90,2.95,overcast clouds
564,Sagar,IN,23.8333,78.7167,64.38,50,0,4.7,clear sky
565,Kalmunai,LK,7.4167,81.8167,78.58,81,100,6.42,overcast clouds
566,Linhares,BR,-19.3911,-40.0722,80.87,62,61,10.11,broken clouds
567,Krasnoselkup,RU,65.7,82.4667,8.29,97,93,8.5,overcast clouds
568,Clinton,US,42.587,-82.9199,53.94,89,90,0.0,overcast clouds
569,Terrace,CA,54.5163,-128.6035,46.42,93,75,8.05,light rain
570,Shingu,JP,33.7333,135.9833,55.45,78,0,7.14,clear sky
571,Cayenne,GF,4.9333,-52.3333,87.84,79,75,4.0,broken clouds
572,Sirjan,IR,29.452,55.6814,57.74,25,37,3.02,scattered clouds
573,Tilichiki,RU,60.4667,166.1,-2.56,96,9,8.46,clear sky
574,Ampanihy,MG,-24.7,44.75,68.52,77,100,14.83,overcast clouds
575,Nishihara,JP,26.1842,127.7558,72.68,61,20,16.11,few clouds
576,Marquette,US,46.5333,-87.6335,52.77,66,24,7.18,few clouds
577,Lubartow,PL,51.4603,22.6095,48.65,74,96,9.78,overcast clouds
578,Marsh Harbour,BS,26.5412,-77.0636,81.18,64,8,15.73,clear sky
579,Mayo,US,38.8876,-76.5119,72.77,60,20,14.0,few clouds
580,Barcelos,PT,41.5388,-8.6151,64.92,65,25,1.3,scattered clouds
581,Derby,GB,52.9228,-1.4766,61.09,77,40,20.71,scattered clouds
582,Jhabua,IN,22.7667,74.6,70.75,64,4,7.14,clear sky
583,Port Moresby,PG,-9.4431,147.1797,76.46,89,28,5.86,scattered clouds
584,Dolores,AR,-36.3132,-57.6792,89.33,37,6,5.48,clear sky
585,Fort-Shevchenko,KZ,44.5086,50.263,46.6,55,0,9.53,clear sky
586,Sambava,MG,-14.2667,50.1667,73.94,84,20,5.66,light rain
587,Isangel,VU,-19.55,169.2667,75.31,94,100,2.3,overcast clouds
588,Albi,FR,43.9298,2.148,60.46,60,0,3.0,clear sky
589,Novyy Urgal,RU,51.0736,132.5642,27.3,93,8,1.83,clear sky
590,Lake Havasu City,US,34.4839,-114.3224,76.24,20,1,8.99,clear sky
591,Wonthaggi,AU,-38.6044,145.5913,60.21,67,27,6.51,scattered clouds
592,Santiago,CL,-33.4569,-70.6483,81.84,35,0,9.22,clear sky
593,Bilma,NE,18.6853,12.9164,85.69,13,1,5.95,clear sky
594,Lichinga,MZ,-13.3128,35.2406,65.98,75,23,7.27,few clouds
595,Kota Bahru,MY,6.1333,102.2386,76.95,100,40,3.44,scattered clouds
596,Huizen,NL,52.2992,5.2417,56.05,90,65,11.32,broken clouds
597,Hede,CN,33.7681,120.2517,55.26,58,100,1.88,light rain
598,Kajaani,FI,64.2273,27.7285,33.85,93,90,4.61,light snow
599,Dandong,CN,40.1292,124.3947,44.56,61,0,5.1,clear sky
600,Sundargarh,IN,22.1167,84.0333,68.68,68,5,6.08,clear sky
601,Chunskiy,RU,56.0815,99.6342,26.89,67,15,4.05,few clouds
602,Maragogi,BR,-9.0122,-35.2225,79.52,72,13,10.22,few clouds
603,Sorland,NO,67.667,12.6934,41.07,91,100,24.99,moderate rain
604,Jiangyou,CN,31.7667,104.7167,57.27,84,100,3.13,moderate rain
605,Half Moon Bay,US,37.4636,-122.4286,71.91,77,1,10.36,haze
606,Sioux Lookout,CA,50.1001,-91.917,48.58,71,100,10.22,overcast clouds
607,Kahului,US,20.8947,-156.47,80.96,69,20,12.66,few clouds
608,Can,TR,40.0333,27.0524,57.27,73,100,11.45,overcast clouds
609,Umm Lajj,SA,25.0213,37.2685,80.17,64,0,6.55,clear sky
610,Muriti,TZ,-1.9833,32.9167,76.75,64,99,7.43,overcast clouds
611,Yepifan,RU,53.8253,38.5518,42.46,80,97,12.35,overcast clouds
612,Dauriya,RU,49.9333,116.8667,29.14,79,2,4.54,clear sky
613,Sal Rei,CV,16.1833,-22.9167,80.8,74,75,13.8,broken clouds
614,Ochamchira,GE,42.7121,41.4721,50.29,68,0,3.33,clear sky
615,Acajutla,SV,13.5928,-89.8275,91.74,74,21,5.55,few clouds
616,El Vigia,VE,8.6219,-71.6506,84.6,70,100,1.54,overcast clouds
617,Da Nang,VN,16.0678,108.2208,77.05,94,75,2.3,broken clouds
618,Sao Paulo De Olivenca,BR,-3.3783,-68.8725,83.26,76,100,1.36,overcast clouds
619,Yatou,CN,37.15,122.3833,51.91,64,51,5.99,light rain
620,Hue,VN,16.4667,107.6,77.11,94,75,2.3,broken clouds
621,Vardo,NO,70.3705,31.1107,31.98,74,40,6.91,scattered clouds
622,Ippy,CF,6.2679,21.2247,70.81,94,100,2.51,light rain
623,Flin Flon,CA,54.7682,-101.865,44.44,87,90,2.3,overcast clouds
624,Fougamou,GA,-1.2154,10.5838,73.54,99,100,4.36,moderate rain
625,Buraydah,SA,26.326,43.975,75.65,15,100,5.57,overcast clouds
626,Eydhafushi,MV,5.1033,73.0708,81.41,72,100,5.64,overcast clouds
627,Hope,US,33.6671,-93.5916,68.07,97,100,10.13,moderate rain
628,Trairi,BR,-3.2778,-39.2689,83.89,63,6,14.83,clear sky
629,Tecoanapa,MX,16.5167,-98.75,84.51,74,42,8.75,scattered clouds
630,Cozumel,MX,20.5083,-86.9458,88.95,73,40,4.0,scattered clouds
631,Floriano,BR,-6.7669,-43.0225,100.47,21,10,4.16,clear sky
632,Burns Lake,CA,54.2331,-125.7533,42.22,63,16,12.68,few clouds
633,Paracuru,BR,-3.41,-39.0306,86.02,66,5,15.59,clear sky
634,Havoysund,NO,70.9963,24.6622,34.03,81,8,21.27,clear sky
635,Port-Cartier,CA,50.0334,-66.8654,44.82,62,0,5.7,clear sky
636,Hobyo,SO,5.3505,48.5268,80.73,78,9,9.78,clear sky
637,Gisborne,NZ,-38.6533,178.0042,62.94,85,100,4.88,heavy intensity rain
638,Mabaruma,GY,8.2,-59.7833,80.04,91,73,5.61,broken clouds
639,Sandwick,GB,60.0,-1.25,51.62,93,75,14.97,broken clouds
640,Rosetta,EG,31.4044,30.4164,73.45,71,11,14.18,few clouds
641,Krasnokamensk,RU,50.0979,118.0369,34.61,60,7,4.59,clear sky
642,Krasnogvardeyskoye,RU,45.8456,41.5186,37.09,59,0,8.57,clear sky
643,Aksarka,RU,66.5606,67.7975,11.5,92,100,5.35,overcast clouds
644,Husavik,IS,66.0449,-17.3389,35.51,97,100,12.28,overcast clouds
645,Ndele,CF,8.4109,20.6473,74.73,84,97,4.0,light rain
646,Sainte-Rose,GP,16.3324,-61.6979,85.17,65,20,10.36,few clouds
647,Gerash,IR,27.6652,54.1371,64.54,13,99,2.44,overcast clouds
648,Honningsvag,NO,70.9821,25.9704,33.55,69,40,14.97,scattered clouds
649,Channel-Port Aux Basques,CA,47.5702,-59.1367,47.82,62,100,21.39,overcast clouds
650,Los Alamos,US,35.8881,-106.307,53.38,19,1,3.0,clear sky
651,Port Keats,AU,-14.25,129.55,82.45,80,10,6.64,light rain
652,Putina,PE,-15.4667,-69.4333,53.44,52,50,13.49,scattered clouds
653,Kaabong,UG,3.4836,34.1492,71.35,55,11,12.26,few clouds
654,Palana,RU,59.1167,159.9667,20.79,82,100,6.62,overcast clouds
655,Vicuna,CL,-30.0319,-70.7081,88.77,30,16,9.22,few clouds
656,Cap Estate,LC,14.0833,-60.95,85.62,70,20,10.36,few clouds
657,Am Timan,TD,11.0297,20.2827,84.36,43,35,4.56,scattered clouds
658,Comodoro Rivadavia,AR,-45.8667,-67.5,78.66,21,0,25.32,clear sky
659,Kuala Terengganu,MY,5.3302,103.1408,78.75,94,20,3.44,few clouds
660,Batemans Bay,AU,-35.7167,150.1833,60.1,67,99,3.65,overcast clouds
661,Surab,PK,28.4914,66.2585,53.46,15,0,5.39,clear sky
662,El Fuerte,MX,26.4189,-108.6194,84.7,47,1,3.04,clear sky
663,Krasnyy Yar,RU,46.5331,48.3456,37.33,77,5,7.38,clear sky
664,Myitkyina,MM,25.3833,97.4,70.7,85,97,1.54,overcast clouds
665,Daru,PG,-9.0763,143.2092,80.58,81,99,13.65,overcast clouds
666,Murray Bridge,AU,-35.1167,139.2667,60.69,90,90,9.26,overcast clouds
667,Porto Torres,IT,40.835,8.3972,60.98,80,100,10.74,overcast clouds
668,Brus Laguna,HN,15.75,-84.4833,86.41,67,100,6.82,overcast clouds
669,Diksmuide,BE,51.0333,2.8667,53.94,93,87,8.05,overcast clouds
670,Unguia,CO,8.0434,-77.0945,86.43,71,100,3.98,overcast clouds
671,Port Shepstone,ZA,-30.7414,30.455,66.58,84,100,21.09,overcast clouds
672,Mattru,SL,7.6244,-11.8332,78.53,84,96,5.55,overcast clouds
673,Realeza,BR,-25.7689,-53.5325,81.91,29,100,5.32,overcast clouds
674,Beisfjord,NO,68.3751,17.5988,34.97,88,100,9.19,overcast clouds
675,Salta,AR,-24.7859,-65.4117,88.09,18,0,4.0,clear sky
676,Killeen,US,31.1171,-97.7278,76.68,35,1,25.32,clear sky
677,Tel Aviv-Yafo,IL,32.0805,34.7805,72.1,73,0,1.14,clear sky
678,Santa Ines,BR,-3.6667,-45.38,86.85,56,79,3.33,broken clouds
679,Hassleholm,SE,56.1591,13.7664,56.98,90,100,12.95,overcast clouds
680,Hamilton,US,39.1834,-84.5333,59.36,66,1,1.99,clear sky
681,Lincoln,US,40.8,-96.667,57.11,96,90,4.0,mist
682,Galesong,ID,-5.3166,119.3661,75.22,80,98,5.48,overcast clouds
683,Buin,CL,-33.7333,-70.75,82.72,26,0,10.45,clear sky
684,Ilo,PE,-17.6394,-71.3375,67.32,71,6,7.34,clear sky
685,Nefteyugansk,RU,61.0998,72.6035,12.45,90,89,5.44,overcast clouds
686,Vostok,RU,46.4856,135.8833,34.05,95,100,3.02,overcast clouds
687,Norrkoping,SE,58.5942,16.1826,56.39,82,75,8.05,broken clouds
688,Buta,CD,2.7858,24.73,74.3,82,21,1.16,few clouds
689,Kemi,FI,65.8596,24.8228,29.97,93,90,6.91,light snow
690,Gat,IL,31.61,34.7642,70.81,62,0,6.89,clear sky
691,Pingzhuang,CN,42.0372,119.2889,44.87,42,0,0.74,clear sky
692,Kandrian,PG,-6.2167,149.55,77.59,88,75,7.23,broken clouds
693,Bosaso,SO,11.2842,49.1816,79.9,60,0,3.24,clear sky
694,Cumberland,US,35.0502,-78.8664,72.48,48,1,4.61,clear sky
695,Massa Marittima,IT,43.049,10.8928,57.54,56,93,6.2,overcast clouds
696,Yichun,CN,47.7,128.9,28.02,96,19,3.67,few clouds
697,Alofi,NU,-19.0595,-169.9187,76.89,73,100,14.97,overcast clouds
698,Matay,EG,28.419,30.7792,79.56,24,0,5.5,clear sky
699,Port-Gentil,GA,-0.7193,8.7815,78.21,83,100,14.12,overcast clouds
