City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Praia Da Vitoria,PT,2021-10-25 21:57:34,38.7333,-27.0667,68.76,77,40,13.8
295,Djibo,BF,2021-10-25 21:57:35,14.1022,-1.6306,91.96,23,12,5.64
296,Bobrovytsya,UA,2021-10-25 21:57:35,50.75,31.3833,34.66,66,6,7.49
297,Mirador,BR,2021-10-25 21:57:35,-6.3708,-44.3631,80.6,73,65,1.99
298,Tunceli,TR,2021-10-25 21:57:36,39.1083,39.5471,43.57,59,63,6.67
299,Arkhara,RU,2021-10-25 21:57:36,49.4212,130.0842,37.4,88,97,6.29
300,Chimore,BO,2021-10-25 21:57:36,-16.9833,-65.1333,81.55,43,48,2.28
301,Caravelas,BR,2021-10-25 21:57:37,-17.7125,-39.2481,75.04,94,100,3.0
302,Fort Nelson,CA,2021-10-25 21:54:28,58.8053,-122.7002,29.79,100,90,0.0
303,Carberry,CA,2021-10-25 21:57:37,49.8689,-99.3602,50.23,56,100,15.57
304,Loikaw,MM,2021-10-25 21:57:37,19.6742,97.2094,63.79,97,11,1.43
305,Salinas,US,2021-10-25 21:57:38,36.6777,-121.6555,65.98,69,6,9.51
306,Roald,NO,2021-10-25 21:57:38,62.5833,6.1333,50.32,76,90,11.5
307,Nouadhibou,MR,2021-10-25 21:57:38,20.931,-17.0347,71.58,73,100,11.5
308,Bathsheba,BB,2021-10-25 21:57:38,13.2167,-59.5167,83.01,74,75,24.16
309,Kaputa,ZM,2021-10-25 21:57:39,-8.4689,29.6619,73.72,67,99,1.66
310,Arman,RU,2021-10-25 21:57:39,59.7,150.1667,23.18,70,99,3.27
311,Yar-Sale,RU,2021-10-25 21:57:39,66.8333,70.8333,18.72,91,95,5.21
312,Muisne,EC,2021-10-25 21:57:40,0.6,-80.0333,82.51,83,84,9.78
313,Dessel,BE,2021-10-25 21:57:40,51.2385,5.1145,53.78,92,23,9.64
314,Aginskoye,RU,2021-10-25 21:57:40,51.1,114.53,31.03,83,6,11.68
315,Lagoa,PT,2021-10-25 21:57:41,39.05,-27.9833,67.41,72,2,11.16
316,Iqaluit,CA,2021-10-25 21:57:41,63.7506,-68.5145,31.73,86,90,4.0
317,Casa Nova,BR,2021-10-25 21:57:41,-9.4167,-41.1333,89.58,43,15,10.47
318,Monte Escobedo,MX,2021-10-25 21:57:41,22.3,-103.5833,56.71,72,100,3.85
319,Tari,NG,2021-10-25 21:57:42,12.4086,4.4914,81.9,24,31,3.0
320,Balaipungut,ID,2021-10-25 21:57:42,1.05,101.2833,77.41,99,93,0.83
321,Talcahuano,CL,2021-10-25 21:57:42,-36.7167,-73.1167,64.08,63,0,19.57
322,Wladyslawowo,PL,2021-10-25 21:57:43,54.7909,18.4009,44.94,63,100,10.56
323,Anaconda,US,2021-10-25 21:57:43,46.1285,-112.9423,43.95,95,100,4.29
324,Mnogovershinnyy,RU,2021-10-25 21:57:43,53.9353,139.9242,30.6,86,45,3.69
325,Tasiilaq,GL,2021-10-25 21:57:44,65.6145,-37.6368,30.38,83,100,9.26
326,Karratha,AU,2021-10-25 21:57:44,-20.7377,116.8463,73.76,44,2,10.78
327,Korla,CN,2021-10-25 21:57:44,41.7597,86.1469,46.63,44,0,2.21
328,Codrington,AU,2021-10-25 21:57:45,-38.2667,141.9667,49.14,71,38,9.06
329,Hayden,US,2021-10-25 21:55:13,47.766,-116.7866,57.97,63,90,9.22
330,Nizhniy Tsasuchey,RU,2021-10-25 21:57:45,50.5167,115.1333,33.35,74,5,14.12
331,Radomsko,PL,2021-10-25 21:57:45,51.0671,19.4448,42.51,50,90,10.58
332,Umm Kaddadah,SD,2021-10-25 21:57:46,13.6017,26.6876,83.68,20,96,16.22
333,Yichun,CN,2021-10-25 21:57:46,47.7,128.9,38.55,91,99,2.84
334,Namatanai,PG,2021-10-25 21:57:46,-3.6667,152.4333,82.54,72,85,4.27
335,Licheng,CN,2021-10-25 21:57:47,23.2955,113.8284,62.53,83,26,4.36
336,Turayf,SA,2021-10-25 21:57:47,31.6725,38.6637,57.45,38,0,8.05
337,Shushtar,IR,2021-10-25 21:57:47,32.0455,48.8567,70.93,19,0,1.99
338,Taoudenni,ML,2021-10-25 21:57:48,22.6783,-3.9836,87.8,17,54,9.37
339,Campbell River,CA,2021-10-25 21:57:48,50.0163,-125.2446,50.72,92,90,5.99
340,Sitka,US,2021-10-25 21:55:43,57.0531,-135.33,47.75,75,100,1.79
341,Valdivia,CL,2021-10-25 21:56:02,-39.8142,-73.2459,57.29,90,100,3.56
342,Merrill,US,2021-10-25 21:57:49,45.1805,-89.6835,51.67,53,1,8.05
343,Rocha,UY,2021-10-25 21:57:49,-34.4833,-54.3333,60.84,74,0,5.39
344,Longyearbyen,SJ,2021-10-25 21:57:49,78.2186,15.6401,19.24,68,20,18.41
345,Kathmandu,NP,2021-10-25 21:57:50,27.7167,85.3167,54.91,87,9,2.19
346,Santa Maria,BR,2021-10-25 21:56:18,-29.6842,-53.8069,81.7,28,0,5.75
347,Kenai,US,2021-10-25 21:57:50,60.5544,-151.2583,42.15,74,100,6.35
348,La Palma,US,2021-10-25 21:57:51,33.8464,-118.0467,66.87,93,90,5.99
349,Kedrovyy,RU,2021-10-25 21:57:51,56.1667,91.8167,45.01,77,78,10.56
350,Grand-Lahou,CI,2021-10-25 21:57:51,5.1367,-5.0242,78.37,86,99,10.04
351,Muroto,JP,2021-10-25 21:57:51,33.2833,134.15,59.04,71,0,2.93
352,Aklavik,CA,2021-10-25 21:57:52,68.2191,-135.0107,25.63,93,100,0.43
353,Alofi,NU,2021-10-25 21:57:52,-19.0595,-169.9187,80.49,69,75,13.8
354,Shenjiamen,CN,2021-10-25 21:57:52,29.9576,122.298,64.06,65,70,4.16
355,Beaverlodge,CA,2021-10-25 21:57:53,55.2166,-119.4361,40.35,64,58,2.44
356,Bowen,AU,2021-10-25 21:57:53,-20.0167,148.2333,75.42,68,98,10.11
357,Heihe,CN,2021-10-25 21:57:53,50.2441,127.4902,34.38,67,6,2.66
358,Joensuu,FI,2021-10-25 21:57:54,62.6012,29.7632,44.28,97,90,9.22
359,Puerto Suarez,BO,2021-10-25 21:57:54,-18.95,-57.8,88.16,66,75,0.0
360,Lusambo,CD,2021-10-25 21:57:54,-4.9667,23.45,69.37,99,99,1.77
361,Marzuq,YE,2021-10-25 21:57:54,14.4,46.4667,70.65,57,20,2.55
362,Pahrump,US,2021-10-25 21:57:48,36.2083,-115.9839,75.11,58,100,23.15
363,Santa Maria Da Boa Vista,BR,2021-10-25 21:57:55,-8.8078,-39.8256,91.63,29,6,14.61
364,Kidal,ML,2021-10-25 21:57:55,18.4411,1.4078,88.0,13,81,5.88
365,Kaberamaido,UG,2021-10-25 21:57:55,1.7389,33.1594,69.42,74,87,1.36
366,Puerto Del Rosario,ES,2021-10-25 21:57:56,28.5004,-13.8627,69.55,78,40,5.75
367,Faanui,PF,2021-10-25 21:57:56,-16.4833,-151.75,76.89,84,97,7.43
368,Turukhansk,RU,2021-10-25 21:57:56,65.8167,87.9833,14.22,97,100,6.35
369,Myronivka,UA,2021-10-25 21:57:57,49.6601,30.9823,35.22,62,9,6.85
370,Siedlce,PL,2021-10-25 21:57:57,52.1677,22.2901,37.56,69,79,8.28
371,Antalaha,MG,2021-10-25 21:57:57,-14.9003,50.2788,71.38,83,23,5.06
372,Lensk,RU,2021-10-25 21:57:58,60.7253,114.9278,33.96,88,100,7.16
373,Chihuahua,MX,2021-10-25 21:57:58,28.5,-106.0,83.19,14,0,9.06
374,Schiffdorf,DE,2021-10-25 21:57:58,53.5333,8.65,53.11,84,98,9.35
375,Agirish,RU,2021-10-25 21:57:59,61.9247,63.0231,26.2,78,49,9.06
376,Nemuro,JP,2021-10-25 21:57:59,43.3236,145.575,54.03,84,100,7.94
377,Atambua,ID,2021-10-25 21:57:12,-9.1061,124.8925,75.13,82,87,3.56
378,Rawson,AR,2021-10-25 21:57:59,-43.3002,-65.1023,66.6,30,100,21.9
379,Khatanga,RU,2021-10-25 21:58:00,71.9667,102.5,5.47,96,100,7.9
380,Killybegs,IE,2021-10-25 21:58:00,54.6333,-8.45,50.45,85,100,13.8
381,Jinchang,CN,2021-10-25 21:58:00,38.4953,102.1739,42.57,65,97,4.21
382,Tashtyp,RU,2021-10-25 21:58:01,52.7939,89.8983,39.15,81,95,3.96
383,Pemex,MX,2021-10-25 21:58:02,18.4395,-96.3461,85.8,79,96,2.8
384,Worthing,GB,2021-10-25 21:58:02,50.8145,-0.3713,53.71,75,44,1.01
385,Sambava,MG,2021-10-25 21:58:03,-14.2667,50.1667,74.59,80,84,9.26
386,Capitan Miranda,PY,2021-10-25 21:58:03,-27.2,-55.8,81.45,24,0,9.22
387,Jega,NG,2021-10-25 21:58:03,12.2175,4.3792,81.23,30,35,5.19
388,Tagusao,PH,2021-10-25 21:58:04,9.1924,117.8141,78.67,83,82,5.95
389,Komsomolskiy,UZ,2021-10-25 21:58:04,40.4272,71.7189,47.62,49,1,6.91
390,Santiago De Cao,PE,2021-10-25 21:58:04,-7.9589,-79.2392,62.73,82,69,11.5
391,Sitio Novo Do Tocantins,BR,2021-10-25 21:58:04,-5.5183,-47.4611,89.53,74,20,1.14
392,Grants,US,2021-10-25 21:58:05,35.1473,-107.8514,77.23,15,1,12.66
393,Dagana,MR,2021-10-25 21:58:05,16.5165,-15.5068,87.78,48,93,14.74
394,Huntingdon,GB,2021-10-25 21:58:05,52.3305,-0.1865,49.77,90,35,3.0
395,Kwinana,AU,2021-10-25 21:58:06,-32.25,115.7667,51.19,86,92,1.01
396,Kizner,RU,2021-10-25 21:58:06,56.2749,51.508,28.0,81,26,5.7
397,Sakakah,SA,2021-10-25 21:58:06,29.9697,40.2064,71.17,26,0,7.23
398,Itaituba,BR,2021-10-25 21:58:07,-4.2761,-55.9836,91.56,58,20,3.44
399,Tiksi,RU,2021-10-25 21:58:07,71.6872,128.8694,2.41,96,98,5.03
400,Torit,SS,2021-10-25 21:58:07,4.4133,32.5678,78.71,61,91,4.34
401,Damietta,EG,2021-10-25 21:58:08,31.4165,31.8133,71.49,69,0,5.95
402,Trairi,BR,2021-10-25 21:56:51,-3.2778,-39.2689,80.04,73,3,12.71
403,Seymchan,RU,2021-10-25 21:58:08,62.8833,152.4333,0.05,93,19,0.58
404,Rochegda,RU,2021-10-25 21:58:08,62.8,43.25,28.85,94,100,7.11
405,Esperance,AU,2021-10-25 21:58:09,-33.8667,121.9,49.84,71,63,6.29
406,Gilgit,PK,2021-10-25 21:58:09,35.9221,74.3087,51.67,58,21,4.18
407,Kantilo,IN,2021-10-25 21:58:09,20.35,85.1833,73.26,78,7,1.97
408,Denpasar,ID,2021-10-25 21:54:15,-8.65,115.2167,76.71,88,40,1.14
409,Fairbanks,US,2021-10-25 21:58:10,64.8378,-147.7164,30.09,91,96,1.32
410,Koutiala,ML,2021-10-25 21:58:10,12.3917,-5.4642,81.84,56,85,4.09
411,Ngong,KE,2021-10-25 21:58:10,-1.3618,36.6566,60.78,72,45,11.54
412,Papara,BR,2021-10-25 21:58:11,-3.9839,-38.7273,81.0,77,12,6.06
413,Maine-Soroa,NE,2021-10-25 21:58:11,13.2114,12.0241,87.94,19,12,8.52
414,Okha,RU,2021-10-25 21:58:11,53.5739,142.9478,35.58,85,10,7.14
415,Narsaq,GL,2021-10-25 21:58:12,60.9167,-46.05,31.75,49,28,9.82
416,Kattivakkam,IN,2021-10-25 21:58:12,13.2167,80.3167,80.69,69,31,8.28
417,Ust-Maya,RU,2021-10-25 21:58:12,60.4167,134.5333,29.25,99,99,2.53
418,Lillooet,CA,2021-10-25 21:58:13,50.6856,-121.942,57.92,74,83,9.33
419,Camacha,PT,2021-10-25 21:58:13,33.0833,-16.3333,66.96,68,75,11.5
420,Najran,SA,2021-10-25 21:58:14,17.4924,44.1277,68.65,18,15,0.49
421,Cockburn Town,TC,2021-10-25 21:58:14,21.4612,-71.1419,82.36,74,40,9.22
422,San Pedro,PH,2021-10-25 21:58:14,14.35,121.0167,77.11,87,40,2.3
423,Esmeraldas,BR,2021-10-25 21:58:14,-19.7625,-44.3139,75.51,87,98,10.71
424,Mitsamiouli,KM,2021-10-25 21:58:15,-11.3847,43.2844,79.03,83,15,14.83
425,Kovdor,RU,2021-10-25 21:58:15,67.5662,30.4758,27.79,94,100,8.34
426,Kisangani,CD,2021-10-25 21:58:15,0.5167,25.2,71.44,98,100,2.08
427,La Asuncion,VE,2021-10-25 21:58:16,11.0333,-63.8628,79.79,83,99,16.69
428,Stornoway,GB,2021-10-25 21:58:16,58.2093,-6.3865,46.36,87,20,10.36
429,Batagay,RU,2021-10-25 21:58:16,67.6333,134.6333,-3.32,100,75,2.15
430,Camara De Lobos,PT,2021-10-25 21:58:17,32.6333,-16.9667,70.72,88,75,1.99
431,Ambunti,PG,2021-10-25 21:58:17,-4.2365,142.8448,77.97,90,70,1.95
432,Genhe,CN,2021-10-25 21:58:17,50.7833,121.5167,29.34,92,84,2.84
433,Teyateyaneng,LS,2021-10-25 21:58:18,-29.1472,27.7489,52.05,82,92,6.69
434,Wahpeton,US,2021-10-25 21:57:14,46.2652,-96.6059,51.62,50,1,14.97
435,Taicheng,CN,2021-10-25 21:58:18,38.731,113.228,45.52,54,100,4.56
436,Gotsu,JP,2021-10-25 21:58:18,35.0,132.2167,55.69,85,6,4.0
437,Sayyan,YE,2021-10-25 21:58:19,15.1718,44.3244,54.77,25,2,1.32
438,Clarksburg,US,2021-10-25 21:58:19,39.2807,-80.3445,62.08,82,95,6.53
439,Gomel,BY,2021-10-25 21:54:38,52.4345,30.9754,35.58,75,0,11.18
440,Bintulu,MY,2021-10-25 21:58:19,3.1667,113.0333,77.41,94,20,1.01
441,Prince Rupert,CA,2021-10-25 21:58:20,54.3161,-130.3201,51.49,71,100,5.75
442,Hamilton,US,2021-10-25 21:58:20,39.1834,-84.5333,54.99,88,90,1.01
443,Shimoda,JP,2021-10-25 21:58:20,34.6667,138.95,60.91,82,100,13.98
444,Gubkinskiy,RU,2021-10-25 21:58:21,64.434,76.5026,24.55,86,100,7.54
445,Westport,US,2021-10-25 21:58:21,41.1415,-73.3579,72.05,90,99,1.01
446,Podporozhye,RU,2021-10-25 21:58:21,60.9112,34.1706,42.21,94,100,11.83
447,Antofagasta,CL,2021-10-25 21:58:22,-23.65,-70.4,61.88,65,0,1.99
448,Kaoma,ZM,2021-10-25 21:58:22,-14.7833,24.8,77.43,34,94,0.89
449,Ahipara,NZ,2021-10-25 21:58:22,-35.1667,173.1667,67.71,63,30,5.06
450,Svetlogorsk,BY,2021-10-25 21:58:22,52.6333,29.7333,35.17,65,86,8.95
451,Pierre,US,2021-10-25 21:58:23,44.3683,-100.351,53.06,62,40,4.0
452,Hambantota,LK,2021-10-25 21:58:23,6.1241,81.1185,75.54,100,100,3.44
453,Oshnaviyeh,IR,2021-10-25 21:58:23,37.0397,45.0983,46.65,35,81,5.99
454,Ilula,TZ,2021-10-25 21:58:24,-7.6766,36.0366,63.36,59,81,6.71
455,Vestmannaeyjar,IS,2021-10-25 21:58:24,63.4427,-20.2734,41.31,82,100,4.76
456,El Alto,PE,2021-10-25 21:58:24,-4.2714,-81.2147,67.66,75,89,9.66
457,Khawhai,IN,2021-10-25 21:58:25,23.3667,93.1167,56.08,98,88,1.59
458,Krasnokamensk,RU,2021-10-25 21:58:25,50.0979,118.0369,29.53,84,9,7.78
459,Mormugao,IN,2021-10-25 21:58:25,15.4,73.8,76.26,88,75,4.61
460,Grindavik,IS,2021-10-25 21:58:26,63.8424,-22.4338,37.87,81,75,2.3
461,Soc Trang,VN,2021-10-25 21:58:26,9.6033,105.98,75.16,93,91,5.1
462,Tilichiki,RU,2021-10-25 21:58:26,60.4667,166.1,27.55,96,100,9.53
463,Perry,US,2021-10-25 21:58:27,37.2506,-83.1999,63.32,89,64,13.22
464,Khandbari,NP,2021-10-25 21:58:27,27.3747,87.2039,58.66,82,9,3.69
465,Barao De Melgaco,BR,2021-10-25 21:58:27,-16.1944,-55.9675,84.72,62,69,5.91
466,Okhotsk,RU,2021-10-25 21:58:28,59.3833,143.3,19.6,82,58,7.38
467,Mindelo,CV,2021-10-25 21:58:28,16.8901,-24.9804,78.35,69,75,26.46
468,Bilma,NE,2021-10-25 21:58:28,18.6853,12.9164,81.81,15,0,4.16
469,Mapiripan,CO,2021-10-25 21:58:28,2.8892,-72.1256,77.22,90,97,7.78
470,Kapiri Mposhi,ZM,2021-10-25 21:58:29,-13.9652,28.6809,72.52,41,26,7.61
471,Puerto Montt,CL,2021-10-25 21:56:10,-41.4698,-72.9447,59.83,72,75,10.36
472,Comodoro Rivadavia,AR,2021-10-25 21:58:29,-45.8667,-67.5,60.66,29,0,33.38
473,Cacoal,BR,2021-10-25 21:58:29,-11.4386,-61.4472,75.38,84,100,3.44
474,Berdigestyakh,RU,2021-10-25 21:58:30,62.0989,126.6992,31.42,99,100,4.18
475,Boa Vista,BR,2021-10-25 21:55:10,2.8197,-60.6733,87.78,62,75,5.75
476,Saint-Pierre,RE,2021-10-25 21:58:30,-21.3393,55.4781,73.04,78,0,8.05
477,Livingston,GB,2021-10-25 21:56:09,55.9029,-3.5226,48.31,87,0,8.05
478,Baihar,IN,2021-10-25 21:58:31,22.1,80.55,62.47,73,0,2.46
479,Mezen,RU,2021-10-25 21:58:31,65.8522,44.24,19.0,98,73,3.76
480,Bahia Blanca,AR,2021-10-25 21:57:40,-38.7196,-62.2724,69.62,30,51,9.64
481,Waslala,NI,2021-10-25 21:58:31,13.2333,-85.3833,89.94,92,20,2.8
482,Nazarovo,RU,2021-10-25 21:58:32,56.0064,90.3914,38.7,82,80,7.78
483,Balabac,PH,2021-10-25 21:58:32,7.9868,117.0645,80.98,78,93,6.85
484,Soyo,AO,2021-10-25 21:58:32,-6.1349,12.3689,76.53,83,80,1.5
485,Bongandanga,CD,2021-10-25 21:58:33,1.5,21.05,69.35,95,9,0.54
486,Esqueda,MX,2021-10-25 21:58:33,30.7167,-109.5833,82.78,18,0,17.18
487,Dunedin,NZ,2021-10-25 21:58:33,-45.8742,170.5036,54.68,86,100,9.08
488,Vao,NC,2021-10-25 21:58:33,-22.6667,167.4833,72.09,69,51,11.25
489,Victor Harbor,AU,2021-10-25 21:58:34,-35.5667,138.6167,68.72,66,9,11.21
490,Fare,PF,2021-10-25 21:58:34,-16.7,-151.0167,78.39,76,100,3.4
491,Tura,IN,2021-10-25 21:58:34,25.5198,90.2201,65.75,92,0,2.89
492,Sturgeon Bay,US,2021-10-25 21:58:35,44.8342,-87.377,50.09,58,100,18.03
493,Necochea,AR,2021-10-25 21:58:35,-38.5473,-58.7368,60.04,65,19,4.29
494,Hualmay,PE,2021-10-25 21:58:35,-11.0964,-77.6139,66.36,74,37,9.01
495,Viedma,AR,2021-10-25 21:58:36,-40.8135,-62.9967,70.81,21,72,5.75
496,Wadi Musa,JO,2021-10-25 21:58:36,30.3222,35.4793,58.32,49,0,2.53
497,Obera,AR,2021-10-25 21:58:36,-27.4871,-55.1199,64.11,69,0,2.24
498,Tandalti,SD,2021-10-25 21:58:37,13.0167,31.8667,91.09,29,35,8.9
499,Guilin,CN,2021-10-25 21:58:37,25.2819,110.2864,53.71,83,2,3.13
500,Pringsewu,ID,2021-10-25 21:58:37,-5.3582,104.9744,74.1,97,77,3.31
501,Nata,PA,2021-10-25 21:58:38,8.3333,-80.5167,86.47,81,78,2.01
502,Oktyabrskoye,RU,2021-10-25 21:58:38,43.0645,44.7417,33.94,100,100,2.24
503,Nanga Eboko,CM,2021-10-25 21:58:38,4.6833,12.3667,68.4,99,95,0.25
504,Cayenne,GF,2021-10-25 21:58:39,4.9333,-52.3333,77.09,91,75,1.99
505,Sajanan,TN,2021-10-25 21:58:39,37.0573,9.2426,65.32,89,85,11.39
506,Barga,IT,2021-10-25 21:58:39,44.0742,10.4808,53.56,82,88,4.23
507,Te Anau,NZ,2021-10-25 21:58:39,-45.4167,167.7167,60.85,77,63,2.89
508,Shelburne,CA,2021-10-25 21:58:40,44.0787,-80.2041,41.56,98,100,16.15
509,Kununurra,AU,2021-10-25 21:58:40,-15.7667,128.7333,78.78,83,80,3.44
510,Bagdarin,RU,2021-10-25 21:58:40,54.4333,113.6,27.41,79,83,3.15
511,Sagua La Grande,CU,2021-10-25 21:58:41,22.8067,-80.0756,84.96,70,78,4.76
512,Kalevala,RU,2021-10-25 21:58:41,65.2,31.1667,30.65,98,100,4.09
513,Altay,CN,2021-10-25 21:58:41,47.8667,88.1167,39.11,39,14,8.03
514,Innisfail,AU,2021-10-25 21:58:42,-17.5333,146.0333,83.88,68,79,1.28
515,Ndele,CF,2021-10-25 21:58:42,8.4109,20.6473,75.24,86,91,0.94
516,Bundaberg,AU,2021-10-25 21:58:42,-24.85,152.35,74.21,97,90,1.01
517,Aswan,EG,2021-10-25 21:58:43,24.0934,32.907,76.3,29,0,10.36
518,San Lorenzo,PY,2021-10-25 21:58:43,-25.3333,-57.5333,83.59,24,0,5.01
519,Yura,PE,2021-10-25 21:58:43,-16.2522,-71.6797,64.92,20,0,10.36
520,Avera,US,2021-10-25 21:58:44,33.194,-82.5271,81.28,72,73,8.25
521,Muzhi,RU,2021-10-25 21:58:44,65.3667,64.6667,20.7,77,47,10.63
522,Qui Nhon,VN,2021-10-25 21:58:44,13.7667,109.2333,75.83,89,100,17.74
523,Pimenta Bueno,BR,2021-10-25 21:58:44,-11.6725,-61.1936,75.11,83,96,3.2
524,Pangnirtung,CA,2021-10-25 21:58:45,66.1451,-65.7125,24.8,74,75,2.3
525,Golden,US,2021-10-25 21:55:24,39.7555,-105.2211,82.89,26,53,1.01
526,Tomatlan,MX,2021-10-25 21:58:45,19.9333,-105.25,81.41,80,100,1.21
527,Xining,CN,2021-10-25 21:58:45,36.6167,101.7667,35.37,94,100,3.13
528,Jalu,LY,2021-10-25 21:58:46,29.0331,21.5482,75.31,33,35,13.02
529,Verkhniye Tatyshly,RU,2021-10-25 21:58:46,56.2912,55.8575,27.59,81,7,10.02
530,Preobrazheniye,RU,2021-10-25 21:58:46,42.9019,133.9064,47.12,80,31,4.94
531,Lodwar,KE,2021-10-25 21:58:47,3.1191,35.5973,84.24,48,97,15.39
532,Poli,TZ,2021-10-25 21:58:47,-3.3333,36.8,61.0,84,29,4.0
533,Mizdah,LY,2021-10-25 21:58:47,31.4451,12.9801,65.44,47,0,8.08
534,Mago,RU,2021-10-25 21:58:48,53.2514,140.1822,28.15,95,16,1.81
535,Cabedelo,BR,2021-10-25 21:58:48,-6.9811,-34.8339,81.27,66,64,16.42
536,Cordoba,AR,2021-10-25 21:58:48,-31.4135,-64.1811,95.76,11,0,5.99
537,Yerbogachen,RU,2021-10-25 21:58:49,61.2767,108.0108,31.51,98,100,6.96
538,Mosquera,CO,2021-10-25 21:58:49,4.7059,-74.2302,60.89,88,75,5.75
539,Yondo,CO,2021-10-25 21:58:49,7.0062,-73.9097,83.01,80,41,1.77
540,Magistralnyy,RU,2021-10-25 21:58:50,56.1725,107.4458,38.98,89,100,10.94
541,Garowe,SO,2021-10-25 21:58:50,8.4054,48.4845,72.95,80,58,10.58
542,Ivaipora,BR,2021-10-25 21:58:50,-24.2478,-51.6847,65.01,85,34,0.36
543,Wanning,CN,2021-10-25 21:58:50,18.8003,110.3967,70.74,86,100,9.37
544,Hare Bay,CA,2021-10-25 21:58:51,48.8499,-54.0148,36.75,81,67,7.56
545,Juneau,US,2021-10-25 21:56:09,58.3019,-134.4197,43.84,93,100,1.83
546,West Wendover,US,2021-10-25 21:58:51,40.7391,-114.0733,44.19,80,100,16.31
547,Grootfontein,NA,2021-10-25 21:58:51,-19.5667,18.1167,69.37,24,8,4.61
548,Alice,US,2021-10-25 21:58:52,27.7523,-98.0697,91.13,39,98,10.85
549,Manzanillo,CU,2021-10-25 21:58:52,20.3433,-77.1167,82.83,72,68,7.34
550,Laguna,US,2021-10-25 21:58:52,38.421,-121.4238,67.75,60,75,7.0
551,Teguise,ES,2021-10-25 21:58:53,29.0605,-13.564,66.42,78,20,11.5
552,Les Cayes,HT,2021-10-25 21:58:53,18.2,-73.75,82.67,70,61,5.5
553,Abeche,TD,2021-10-25 21:58:53,13.8292,20.8324,84.6,22,32,9.73
554,Lavrentiya,RU,2021-10-25 21:58:54,65.5833,-171.0,17.74,77,100,9.84
555,Jonava,LT,2021-10-25 21:58:54,55.0833,24.2833,41.05,75,0,1.01
556,Manokwari,ID,2021-10-25 21:58:54,-0.8667,134.0833,80.46,71,78,5.32
